MAX,NATHAN,8115098,2666.01,2689.65
DWAYNE,DALE,770478,5424.16,5750.38
DWIGHT,MANUEL,205537,80.74,162.30
ARMANDO,RODNEY,1106408,6360110.12,6360110.94
FELIX,CURTIS,8830325,0.50,0.50
JIMMIE,NORMAN,4066153,967.35,967.36
EVERETT,ALLEN,1081103,0.59,0.93
JORDAN,MARVIN,6288861,101642.12,101642.13
IAN,VINCENT,7493605,8199.51,8202.50
WALLACE,GLENN,2552685,5303741.47,5303741.57
KEN,JEFFERY,3031574,5650128.98,5650129.59
BOB,TRAVIS,1050149,8309834.78,8309834.79
JAIME,JEFF,2284369,67.55,70.91
CASEY,CHAD,5798426,909.81,910.59
ALFREDO,JACOB,4779250,5767479.39,5767488.20
ALBERTO,LEE,3274168,9549.81,9556.17
DAVE,MELVIN,5657017,1392.22,1392.23
IVAN,ALFRED,1772179,195.58,1113.33
JOHNNIE,KYLE,4098255,0.12,5263.44
SIDNEY,FRANCIS,645231,414.44,5803.70
BYRON,BRADLEY,7886182,5.03,89.68
JULIAN,JESUS,8270710,634464.27,634464.44
ISAAC,HERBERT,6610379,6.90,6.91
MORRIS,FREDERICK,7747507,82434.06,82434.07
CLIFTON,RAY,801300,34.92,64.54
WILLARD,JOEL,6070840,2571149.32,2571149.41
DARYL,EDWIN,6405449,83.38,1948.01
ROSS,DON,58468,542602.72,542651.28
VIRGIL,EDDIE,7383422,40.35,40.39
ANDY,RICKY,8165117,9076.44,9076.54
MARSHALL,TROY,2822846,5081.76,5082.49
SALVADOR,RANDALL,861631,0.37,0.58
PERRY,BARRY,2268841,28.72,28.77
KIRK,ALEXANDER,1645050,2350.14,2410.02
SERGIO,BERNARD,2119270,1.34,1000.16
MARION,MARIO,5154717,0.19,0.20
TRACY,LEROY,6884556,586127.73,586206.08
SETH,FRANCISCO,8459750,214215.36,214307.32
KENT,MARCUS,7933000,8563.41,8563.48
TERRANCE,MICHEAL,460518,18387.73,28055.35
RENE,THEODORE,3866078,8609004.07,8609521.30
EDUARDO,CLIFFORD,6359717,28.15,64.10
TERRENCE,MIGUEL,5871851,75153.32,75244.00
ENRIQUE,OSCAR,8018464,53560.61,53927.71
FREDDIE,JAY,1470695,6056.96,6419.97
WADE,JIM,4686208,39.34,217.22
JAMES,TOM,9923424,4.95,426.54
JOHN,CALVIN,6094505,69037.89,69037.96
ROBERT,ALEX,3899139,7.07,7.12
MICHAEL,JON,922005,1753313.64,1753313.69
WILLIAM,RONNIE,4368796,93.01,94.53
DAVID,BILL,4941339,781.80,781.82
RICHARD,LLOYD,6267265,2041.98,6079.20
CHARLES,TOMMY,2871719,587.03,587.05
JOSEPH,LEON,577044,75.70,76.20
THOMAS,DEREK,4233248,260580.00,260580.04
CHRISTOPHER,WARREN,7089609,8.70,14.71
DANIEL,DARRELL,3253445,8.50,8.51
PAUL,JEROME,7933363,0.11,0.45
MARK,FLOYD,9860692,0.04,61.65
DONALD,LEO,8020717,5851.91,6794.50
GEORGE,ALVIN,5613246,9939.93,9940.12
KENNETH,TIM,7843389,5.62,10.07
STEVEN,WESLEY,5658611,527.90,572.62
EDWARD,GORDON,1957443,6.16,66.05
BRIAN,DEAN,2134390,80.02,80.03
RONALD,GREG,333363,4.59,248.53
ANTHONY,JORGE,4441721,46.04,60.04
KEVIN,DUSTIN,4164007,5468087.72,5530180.35
JASON,PEDRO,9983385,6.15,1214.87
MATTHEW,DERRICK,8131546,340290.02,340290.06
GARY,DAN,2607411,0.10,0.71
TIMOTHY,LEWIS,6311522,4775.25,5109.22
JOSE,ZACHARY,1814959,11337.80,36581.60
LARRY,COREY,1473419,2.63,85824.82
JEFFREY,HERMAN,1175063,577001.14,577001.97
FRANK,MAURICE,9953743,47274.38,54584.97
SCOTT,VERNON,5503981,64.92,73.75
ERIC,ROBERTO,539446,85.08,85.55
STEPHEN,CLYDE,9806918,2.50,3.35
ANDREW,GLEN,5437352,406226.71,406226.71
RAYMOND,HECTOR,6636305,61.91,66.90
GREGORY,SHANE,4430441,9.07,223.98
JOSHUA,RICARDO,9089287,880.95,941.12
JERRY,SAM,5020603,381909.60,382834.66
DENNIS,RICK,1243248,6877548.52,6878543.40
WALTER,LESTER,367169,684438.74,684438.79
PATRICK,BRENT,1821097,176.58,11458.38
PETER,RAMON,2109290,949.23,9482.44
HAROLD,CHARLIE,2437657,1718305.26,1718305.40
DOUGLAS,TYLER,1539379,6239.16,6239.25
HENRY,GILBERT,1245559,198213.60,198219.33
CARL,GENE,4508286,6490557.68,6490557.76
ARTHUR,MARC,2646809,2.27,372.75
RYAN,REGINALD,1231130,825839.08,825839.18
ROGER,RUBEN,9131255,337646.95,337647.61
JOE,BRETT,6743339,69.16,8655.52
JUAN,ANGEL,5355078,4252397.91,4254998.22
JACK,NATHANIEL,3081058,7100152.89,7100241.57
ALBERT,RAFAEL,3146377,49049.41,49054.06
JONATHAN,LESLIE,2390748,2930586.96,2930587.05
JUSTIN,EDGAR,3061845,2078278.21,2078607.04
TERRY,MILTON,1596718,194184.18,196152.59
GERALD,RAUL,7975615,304.36,304.61
KEITH,BEN,1633521,69224.78,69228.31
SAMUEL,CHESTER,8669839,2477.18,100762.06
WILLIE,CECIL,9606184,29.98,33.85
RALPH,DUANE,2086431,8710.99,8713.66
LAWRENCE,FRANKLIN,337315,588.09,9706.94
NICHOLAS,ANDRE,5065984,3.21,336.04
ROY,ELMER,7997357,481681.93,481681.96
BENJAMIN,BRAD,1262346,9.62,69188.12
BRUCE,GABRIEL,1703398,123218.69,123218.70
BRANDON,RON,6448142,5591746.20,5597059.05
ADAM,MITCHELL,4676061,8.50,8.50
HARRY,ROLAND,7093869,774330.34,774331.18
FRED,ARNOLD,6145204,95.72,96.09
WAYNE,HARVEY,6520594,3.54,3.94
BILLY,JARED,8660464,0.06,0.07
STEVE,ADRIAN,3678825,553294.71,553330.05
LOUIS,KARL,1993816,42.63,499.97
JEREMY,CORY,9860693,570.19,8234.55
AARON,CLAUDE,2847463,7.23,8.28
RANDY,ERIK,9295430,466.23,1116.40
HOWARD,DARRYL,1303825,6273.78,6273.93
EUGENE,JAMIE,6009571,0.69,0.70
CARLOS,NEIL,9162695,980892.04,980988.63
RUSSELL,JESSIE,9689294,90803.25,90806.40
BOBBY,CHRISTIAN,3354451,2619.36,2619.90
VICTOR,JAVIER,1957132,8.70,107.66
MARTIN,FERNANDO,1550151,61571.77,113852.26
ERNEST,CLINTON,2509197,0.09,76.56
PHILLIP,TED,3046885,524.54,524.57
TODD,MATHEW,8392326,9929.21,15075.45
JESSE,TYRONE,7866027,6.46,7.52
CRAIG,DARREN,3975160,479812.71,479813.16
ALAN,LONNIE,72930,364.13,4435.91
SHAWN,LANCE,7834499,670.95,670.95
CLARENCE,CODY,3677883,311.26,817.22
SEAN,JULIO,3476321,0.22,67638.05
PHILIP,KELLY,65933,4224.42,4681.30
CHRIS,KURT,6335664,57603.31,64368.52
JOHNNY,ALLAN,8504520,53991.94,53992.26
EARL,NELSON,8317650,2707616.01,2707616.02
JIMMY,GUY,3520810,408.04,408.04
ANTONIO,CLAYTON,124086,4350.34,4408.05
DANNY,HUGH,4847733,1.59,889.05
BRYAN,MAX,6299314,670.80,684.26
TONY,DWAYNE,9466841,2917.78,8977.81
LUIS,DWIGHT,481557,66.87,67.04
MIKE,ARMANDO,7016913,366.40,372.46
STANLEY,FELIX,9928445,403153.85,403158.52
LEONARD,JIMMIE,9470059,0.27,0.28
NATHAN,EVERETT,6417928,6.38,14.47
DALE,JORDAN,5069009,75.63,85.07
MANUEL,IAN,1718271,533.90,534.29
RODNEY,WALLACE,12790,434870.91,434880.80
CURTIS,KEN,4727260,0.93,593.90
NORMAN,BOB,6640989,445234.94,445242.37
ALLEN,JAIME,657416,97660.29,97665.01
MARVIN,CASEY,1737260,51.56,68556.55
VINCENT,ALFREDO,6348232,857.26,4609.17
GLENN,ALBERTO,7557052,4.09,13.40
JEFFERY,DAVE,2533780,458158.49,459540.33
TRAVIS,IVAN,884350,93.80,136.82
JEFF,JOHNNIE,5745900,4.14,9.86
CHAD,SIDNEY,4173700,74.96,160.33
JACOB,BYRON,2118331,838.82,1479.36
LEE,JULIAN,5482899,94280.83,94280.84
MELVIN,ISAAC,6519947,0.38,59410.36
ALFRED,MORRIS,5300804,2050.59,2165.79
KYLE,CLIFTON,5850177,0.49,873.53
FRANCIS,WILLARD,5579961,9901.94,9902.04
BRADLEY,DARYL,5560162,87349.72,88118.55
JESUS,ROSS,4826524,80.70,81.47
HERBERT,VIRGIL,3688360,86.86,94.64
FREDERICK,ANDY,9765146,0.98,4.24
RAY,MARSHALL,8695289,98755.55,98764.85
JOEL,SALVADOR,1414276,753.40,753.71
EDWIN,PERRY,2410012,29382.49,69090.81
DON,KIRK,8014019,590443.24,590443.24
EDDIE,SERGIO,7785012,4.16,10.65
RICKY,MARION,983856,1.88,1.97
TROY,TRACY,1636802,904622.90,904622.91
RANDALL,SETH,7152685,416109.36,416109.36
BARRY,KENT,9416817,548970.80,550002.41
ALEXANDER,TERRANCE,8402677,59.00,59.04
BERNARD,RENE,3993664,7175.63,7178.73
MARIO,EDUARDO,5664948,83974.36,86101.59
LEROY,TERRENCE,9935751,44212.13,52543.87
FRANCISCO,ENRIQUE,8753235,68.31,831.31
MARCUS,FREDDIE,5592130,343471.85,343519.13
MICHEAL,WADE,2497400,39262.04,39508.44
